sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement,history,source
18932,MN/TAM/83H05/2018/95,Manipur,,,,24.943833,93.488917,,,,uploaded landslide_report.pdf
18933,MN/KAM/83L09/2017/32,Manipur,,,,24.944083,94.538667,,,,uploaded landslide_report.pdf
18934,MN/UKH/83L01/2018/7,Manipur,,,,24.946889,94.155111,,,,uploaded landslide_report.pdf
18935,MN/UKH/83L01/2018/23,Manipur,,,,23.0,94.191194,,,,uploaded landslide_report.pdf
18936,MN/UKH/83L01/2018/22,Manipur,,,,22.0,94.188889,,,,uploaded landslide_report.pdf
18937,MN/TAM/83H05/2018/3,Manipur,,,,24.94775,93.492889,,,,uploaded landslide_report.pdf
18938,MN/UKH/83L01/2018/21,Manipur,,,,21.0,94.187972,,,,uploaded landslide_report.pdf
18939,MN/KAM/83L09/2017/30,Manipur,,,,30.0,94.534778,,,,uploaded landslide_report.pdf
18940,MN/KAM/83L09/2017/31,Manipur,,,,24.948083,94.535556,,,,uploaded landslide_report.pdf
18941,MN/UKH/83L01/2018/8,Manipur,,,,24.948444,94.1555,,,,uploaded landslide_report.pdf
18942,MN/KAM/83L05/2018/78,Manipur,,,,24.948667,94.4835,,,,uploaded landslide_report.pdf
18943,MN/UKH/83L01/2018/9,Manipur,,,,24.949167,94.155389,,,,uploaded landslide_report.pdf
18944,MN/KAM/83L05/2018/77,Manipur,,,,24.949274,94.473427,,,,uploaded landslide_report.pdf
18945,MN/TAM/83H05/2018/96,Manipur,,,,24.950139,93.481278,,,,uploaded landslide_report.pdf
18946,MN/TAM/83H05/2018/97,Manipur,,,,24.950278,93.481917,,,,uploaded landslide_report.pdf
18947,MN/TAM/83H05/2018/98,Manipur,,,,24.950361,93.482333,,,,uploaded landslide_report.pdf
18948,MN/UKH/83L01/2018/15,Manipur,,,,24.950583,94.177778,,,,uploaded landslide_report.pdf
18949,MN/UKH/83L01/2018/19,Manipur,,,,24.950583,94.186028,,,,uploaded landslide_report.pdf
18950,MN/UKH/83L01/2018/16,Manipur,,,,24.951444,94.179278,,,,uploaded landslide_report.pdf
18951,MN/KAM/83L09/2017/29,Manipur,,,,29.0,94.529028,,,,uploaded landslide_report.pdf
18952,MN/TAM/83H05/2018/2,Manipur,,,,24.952611,93.487611,,,,uploaded landslide_report.pdf
18953,MN/KAM/83L05/2018/79,Manipur,,,,24.954887,94.493465,,,,uploaded landslide_report.pdf
18954,MN/UKH/83L01/2018/10,Manipur,,,,24.955167,94.157778,,,,uploaded landslide_report.pdf
18955,MN/UKH/83L01/2018/11,Manipur,,,,24.955972,94.157889,,,,uploaded landslide_report.pdf
18956,MN/KAM/83L09/2017/28,Manipur,,,,28.0,94.522278,,,,uploaded landslide_report.pdf
18957,MN/KAM/83L09/2017/27,Manipur,,,,27.0,94.520083,,,,uploaded landslide_report.pdf
18958,MN/UKH/83L01/2018/24,Manipur,,,,24.0,94.155694,,,,uploaded landslide_report.pdf
18959,MN/KAM/83L05/2018/73,Manipur,,,,24.957209,94.473616,,,,uploaded landslide_report.pdf
18960,MN/KAM/83L05/2018/74,Manipur,,,,24.957303,94.473342,,,,uploaded landslide_report.pdf
18961,MN/KAM/83L09/2017/26,Manipur,,,,26.0,94.50075,,,,uploaded landslide_report.pdf
18962,MN/UKH/83L01/2018/12,Manipur,,,,24.957833,94.162444,,,,uploaded landslide_report.pdf
18963,MN/KAM/83L05/2018/76,Manipur,,,,24.958261,94.473862,,,,uploaded landslide_report.pdf
18964,MN/KAM/83L09/2017/14,Manipur,,,,24.958833,94.618917,,,,uploaded landslide_report.pdf
18965,MN/KAM/83L09/2017/8,Manipur,,,,24.964694,94.6175,,,,uploaded landslide_report.pdf
18966,MN/NON/83H09/2018/61,Manipur,,,,24.965053,93.731514,,,,uploaded landslide_report.pdf
18967,MN/UKH/83L01/2018/13,Manipur,,,,24.969056,94.173528,,,,uploaded landslide_report.pdf
18968,MN/KAM/83L05/2018/75,Manipur,,,,24.969479,94.483082,,,,uploaded landslide_report.pdf
18969,MN/KAM/83L09/2017/9,Manipur,,,,24.970167,94.618,,,,uploaded landslide_report.pdf
18970,MN/TAM/83H09/2018/23,Manipur,,,,23.0,93.559056,,,,uploaded landslide_report.pdf
18971,MN/NON/83H09/2018/72,Manipur,,,,24.974128,93.666128,,,,uploaded landslide_report.pdf
18972,MN/NON/83H09/2018/70,Manipur,,,,24.975175,93.652939,,,,uploaded landslide_report.pdf
18973,MN/UKH/83L01/2018/25,Manipur,,,,25.0,94.155,,,,uploaded landslide_report.pdf
18974,MN/TAM/83H09/2018/24,Manipur,,,,24.0,93.567983,,,,uploaded landslide_report.pdf
18975,MN/TAM/83H09/2018/27,Manipur,,,,27.0,93.502639,,,,uploaded landslide_report.pdf
18976,MN/KAM/83L09/2017/10,Manipur,,,,24.978139,94.614861,,,,uploaded landslide_report.pdf
18977,MN/TAM/83H09/2018/26,Manipur,,,,26.0,93.502278,,,,uploaded landslide_report.pdf
18978,MN/TAM/83H05/2018/6,Manipur,,,,24.978444,93.5,,,,uploaded landslide_report.pdf
18979,MN/TAM/83H09/2018/18,Manipur,,,,24.978611,93.528278,,,,uploaded landslide_report.pdf
18980,MN/KAM/83L09/2017/11,Manipur,,,,24.98025,94.613972,,,,uploaded landslide_report.pdf
18981,MN/NON/83H09/2018/69,Manipur,,,,24.981031,93.654678,,,,uploaded landslide_report.pdf
18982,MN/TAM/83H09/2018/17,Manipur,,,,24.982611,93.52,,,,uploaded landslide_report.pdf
18983,MN/TAM/83H09/2018/16,Manipur,,,,24.982694,93.507,,,,uploaded landslide_report.pdf
18984,MN/UKH/83L01/2018/43,Manipur,,,,24.982917,94.162639,,,,uploaded landslide_report.pdf
18985,MN/NON/83H9/2018/006,Manipur,,,,24.983194,93.500417,,,,uploaded landslide_report.pdf
18986,MN/UKH/83L01/2018/48,Manipur,,,,24.983528,94.158333,,,,uploaded landslide_report.pdf
18987,MN/UKH/83L01/2018/26,Manipur,,,,26.0,94.158306,,,,uploaded landslide_report.pdf
18988,MN/TAM/83H05/2018/1,Manipur,,,,24.983806,93.497528,,,,uploaded landslide_report.pdf
18989,MN/TAM/83H09/2018/28,Manipur,,,,28.0,93.509861,,,,uploaded landslide_report.pdf
18990,MN/TAM/83H09/2018/19,Manipur,,,,24.984722,93.524917,,,,uploaded landslide_report.pdf
18991,MN/TMG/83H01/2018/001,Manipur,,,,24.985167,93.508306,,,,uploaded landslide_report.pdf
18992,MN/TAM/83H05/2018/16,Manipur,,,,24.985389,93.49275,,,,uploaded landslide_report.pdf
18993,MN/TMG/83H09/2018/002,Manipur,,,,24.98575,93.497389,,,,uploaded landslide_report.pdf
18994,MN/TAM/83H05/2018/17,Manipur,,,,24.985806,93.492972,,,,uploaded landslide_report.pdf
18995,MN/KAM/83L09/2017/12,Manipur,,,,24.985833,94.60825,,,,uploaded landslide_report.pdf
18996,MN/TAM/83H09/2018/14,Manipur,,,,24.985944,93.504944,,,,uploaded landslide_report.pdf
18997,MAN/TAM/83H09/2007/C-2,Manipur,,,,24.98611,93.50583,,,,uploaded landslide_report.pdf
18998,MN/TAM/83H05/2018/14,Manipur,,,,24.986333,93.494361,,,,uploaded landslide_report.pdf
18999,MN/TAM/83H05/2018/13,Manipur,,,,24.986444,93.494,,,,uploaded landslide_report.pdf
19000,MN/TAM/83H05/2018/15,Manipur,,,,24.986472,93.49425,,,,uploaded landslide_report.pdf
19001,MN/TAM/83H09/2018/22,Manipur,,,,22.0,93.506028,,,,uploaded landslide_report.pdf
19002,MAN/TAM/83H09/2007/C-3A,Manipur,,,,24.98722,93.50361,,,,uploaded landslide_report.pdf
19003,MAN/TAM/83H09/2007/C-3B,Manipur,,,,24.98722,93.50361,,,,uploaded landslide_report.pdf
19004,MN/TAM/83H09/2018/20,Manipur,,,,20.0,93.525333,,,,uploaded landslide_report.pdf
19005,MN/TAM/83H09/2018/21,Manipur,,,,21.0,93.506244,,,,uploaded landslide_report.pdf
19006,MN/TAM/83H09/2018/15,Manipur,,,,24.987583,93.506167,,,,uploaded landslide_report.pdf
19007,MN/TAM/83H05/2018/12,Manipur,,,,24.987667,93.494361,,,,uploaded landslide_report.pdf
19008,MN/NON/83H09/2018/71,Manipur,,,,24.987986,93.671258,,,,uploaded landslide_report.pdf
19009,MN/TAM/83H09/2018/25,Manipur,,,,25.0,93.507075,,,,uploaded landslide_report.pdf
19010,MN/UKH/83L01/2018/17,Manipur,,,,24.989944,94.233611,,,,uploaded landslide_report.pdf
19011,MAN/TAM/83H09/2007/C-7A,Manipur,,,,24.99083,93.50583,,,,uploaded landslide_report.pdf
19012,MAN/TAM/83H09/2007/C-7B,Manipur,,,,24.99083,93.50583,,,,uploaded landslide_report.pdf
19013,MN/UKH/83L01/2018/18,Manipur,,,,24.991444,94.2345,,,,uploaded landslide_report.pdf
19014,MN/KAM/83L09/2017/13,Manipur,,,,24.991833,94.603306,,,,uploaded landslide_report.pdf
19015,MN/UKL/83L01/2018/008,Manipur,,,,24.992889,94.230583,,,,uploaded landslide_report.pdf
19016,MAN/TAM/83H05/2007/C-5,Manipur,,,,24.99306,93.4975,,,,uploaded landslide_report.pdf
19017,MN/UKH/83L01/2018/14,Manipur,,,,24.994278,94.205917,,,,uploaded landslide_report.pdf
19018,MN/KAN/83L01/2018/46,Manipur,,,,24.996444,94.021444,,,,uploaded landslide_report.pdf
19019,MAN/TAM/83H09/2007/C-6,Manipur,,,,24.99694,93.50222,,,,uploaded landslide_report.pdf
19020,MN/KAN/83L01/2018/47,Manipur,,,,24.997972,94.020444,,,,uploaded landslide_report.pdf
19021,MAN/UKH/83K08/2015/008,Manipur,,,,25.002611,94.330278,,,,uploaded landslide_report.pdf
19022,MAN/TAM/83G12/2017/0054,Manipur,,,,25.006694,93.523444,,,,uploaded landslide_report.pdf
19023,MAN/UKH/83K08/2015/013,Manipur,,,,25.007917,94.452972,,,,uploaded landslide_report.pdf
19024,MAN/UKH/83K08/2015/007,Manipur,,,,25.010139,94.317306,,,,uploaded landslide_report.pdf
19025,MAN/UKH/83K08/2015/014,Manipur,,,,25.012111,94.464833,,,,uploaded landslide_report.pdf
19026,MAN/TAM/83G12/2017/0056,Manipur,,,,25.013083,93.530111,,,,uploaded landslide_report.pdf
19027,MAN/TAM/83G12/2017/0055,Manipur,,,,25.013161,93.529758,,,,uploaded landslide_report.pdf
19028,MAN/TAM/83G12/2017/0057,Manipur,,,,25.013472,93.530472,,,,uploaded landslide_report.pdf
19029,MAN/SEN/83K04/2015/99,Manipur,,,,25.016375,94.021711,,,,uploaded landslide_report.pdf
19030,MAN/UKH/83K08/2015/006,Manipur,,,,25.019139,94.332472,,,,uploaded landslide_report.pdf
19031,MAN/UKH/83K08/2015/009,Manipur,,,,25.020361,94.4095,,,,uploaded landslide_report.pdf
19032,MAN/UKH/83K08/2015/015,Manipur,,,,25.023056,94.449306,,,,uploaded landslide_report.pdf
19033,MAN/UKH/83K08/2015/016,Manipur,,,,25.023111,94.449361,,,,uploaded landslide_report.pdf
19034,MAN/TAM/83G12/2017/0058,Manipur,,,,25.025472,93.537028,,,,uploaded landslide_report.pdf
19035,MAN/TAM/83G12/2017/0059,Manipur,,,,25.025639,93.537222,,,,uploaded landslide_report.pdf
19036,MAN/UKH/83K08/2015/010,Manipur,,,,25.027333,94.423583,,,,uploaded landslide_report.pdf
19037,MAN/UKH/83K08/2015/005,Manipur,,,,25.027528,94.316806,,,,uploaded landslide_report.pdf
19038,MAN/SEN/83K04/2015/98,Manipur,,,,25.028456,94.015522,,,,uploaded landslide_report.pdf
19039,MAN/TAM/83G12/2017/0060,Manipur,,,,25.029333,93.586167,,,,uploaded landslide_report.pdf
19040,MAN/UKH/83K08/2015/011,Manipur,,,,25.033278,94.431806,,,,uploaded landslide_report.pdf
19041,MAN/UKH/83K08/2015/012,Manipur,,,,25.033778,94.43625,,,,uploaded landslide_report.pdf
19042,MAN/UKH/83K08/2015/004,Manipur,,,,25.034611,94.31925,,,,uploaded landslide_report.pdf
19043,MAN/SEN/83K04/2015/100,Manipur,,,,25.038753,94.152236,,,,uploaded landslide_report.pdf
19044,MAN/SEN/83K04/2015/102,Manipur,,,,25.042333,94.241111,,,,uploaded landslide_report.pdf
19045,MAN/SEN/83K04/2015/101,Manipur,,,,25.044111,94.233778,,,,uploaded landslide_report.pdf
19046,MN/TMG/83H09/2018/001,Manipur,,,,25.047833,92.789306,,,,uploaded landslide_report.pdf
19047,MAN/UKH/83K08/2015/003,Manipur,,,,25.048417,94.332389,,,,uploaded landslide_report.pdf
19048,MN/UKH/83K12/2017/11,Manipur,,,,25.049,94.551028,,,,uploaded landslide_report.pdf
19049,MAN/TAM/83G12/2017/0061,Manipur,,,,25.049861,93.602389,,,,uploaded landslide_report.pdf
19050,MN/UKH/83K12/2017/12,Manipur,,,,25.050417,94.551167,,,,uploaded landslide_report.pdf
19051,MN/UKH/83K12/2017/10,Manipur,,,,25.050694,94.555139,,,,uploaded landslide_report.pdf
19052,MN/UKH/83K12/2017/9,Manipur,,,,25.05125,94.556111,,,,uploaded landslide_report.pdf
19053,MN/UKH/83K12/2017/13,Manipur,,,,25.051944,94.551111,,,,uploaded landslide_report.pdf
19054,MN/UKH/83K12/2017/14,Manipur,,,,25.052833,94.551083,,,,uploaded landslide_report.pdf
19055,MN/UKH/83K12/2017/15,Manipur,,,,25.054,94.550972,,,,uploaded landslide_report.pdf
19056,MAN/TAM/83G12/2017/0062,Manipur,,,,25.054083,93.603694,,,,uploaded landslide_report.pdf
19057,MN/UKH/83K12/2017/27,Manipur,,,,27.0,94.526528,,,,uploaded landslide_report.pdf
19058,MN/UKH/83K12/2017/16,Manipur,,,,25.054917,94.551306,,,,uploaded landslide_report.pdf
19059,MN/UKH/83K12/2017/26,Manipur,,,,26.0,94.530528,,,,uploaded landslide_report.pdf
19060,MAN/TAM/83G12/2017/0063,Manipur,,,,25.055139,93.603778,,,,uploaded landslide_report.pdf
19061,MN/UKH/83K12/2017/88,Manipur,,,,25.055186,94.599525,,,,uploaded landslide_report.pdf
19062,MN/UKH/83K12/2017/62,Manipur,,,,25.055278,94.567861,,,,uploaded landslide_report.pdf
19063,MN/UKH/83K12/2017/20,Manipur,,,,20.0,94.56436,,,,uploaded landslide_report.pdf
19064,MN/UKH/83K12/2017/58,Manipur,,,,25.056,94.600667,,,,uploaded landslide_report.pdf
19065,MN/UKH/83K12/2017/17,Manipur,,,,25.0565,94.551528,,,,uploaded landslide_report.pdf
19066,MN/UKH/83K12/2017/25,Manipur,,,,25.0,94.532194,,,,uploaded landslide_report.pdf
19067,MAN/TAM/83G12/2017/0064,Manipur,,,,25.057194,93.603028,,,,uploaded landslide_report.pdf
19068,MN/UKH/83K12/2017/24,Manipur,,,,24.0,94.533083,,,,uploaded landslide_report.pdf
19069,MAN/TAM/83G12/2017/0065,Manipur,,,,25.058833,93.604028,,,,uploaded landslide_report.pdf
19070,MN/UKH/83K12/2017/18,Manipur,,,,25.058833,94.55125,,,,uploaded landslide_report.pdf
19071,MAN/TAM/83G12/2017/0066,Manipur,,,,25.059167,93.604222,,,,uploaded landslide_report.pdf
19072,MN/UKH/83K12/2017/59,Manipur,,,,25.059361,94.586361,,,,uploaded landslide_report.pdf
19073,MN/UKH/83K12/2017/19,Manipur,,,,25.059556,94.550611,,,,uploaded landslide_report.pdf
19074,MAN/TAM/83G12/2017/0067,Manipur,,,,25.059861,93.604639,,,,uploaded landslide_report.pdf
19075,MN/UKH/83K12/2017/60,Manipur,,,,25.059861,94.584889,,,,uploaded landslide_report.pdf
19076,MN/UKH/83K12/2017/23,Manipur,,,,23.0,94.535472,,,,uploaded landslide_report.pdf
19077,MAN/TAM/83G12/2017/0068,Manipur,,,,25.061417,93.604889,,,,uploaded landslide_report.pdf
19078,MN/UKH/83K12/2017/21,Manipur,,,,21.0,94.549694,,,,uploaded landslide_report.pdf
19079,MAN/TAM/83G12/2017/0069,Manipur,,,,25.061861,93.605361,,,,uploaded landslide_report.pdf
19080,MN/UKH/83K12/2017/57,Manipur,,,,25.062222,94.61475,,,,uploaded landslide_report.pdf
19081,MN/UKH/83K12/2017/61,Manipur,,,,25.062833,94.577722,,,,uploaded landslide_report.pdf
19082,MN/UKH/83K12/2017/56,Manipur,,,,25.063167,94.614389,,,,uploaded landslide_report.pdf
19083,MN/UKH/83K12/2017/55,Manipur,,,,25.063778,94.615,,,,uploaded landslide_report.pdf
19084,MN/UKH/83K12/2017/54,Manipur,,,,25.063861,94.614972,,,,uploaded landslide_report.pdf
19085,MAN/UKH/83K08/2015/002,Manipur,,,,25.063972,94.336,,,,uploaded landslide_report.pdf
19086,MN/UKH/83K12/2017/53,Manipur,,,,25.064444,94.620278,,,,uploaded landslide_report.pdf
19087,MN/UKH/83K12/2017/28,Manipur,,,,28.0,94.534,,,,uploaded landslide_report.pdf
19088,MN/UKH/83K12/2017/49,Manipur,,,,25.064833,94.643917,,,,uploaded landslide_report.pdf
19089,MN/UKH/83K12/2017/22,Manipur,,,,22.0,94.544583,,,,uploaded landslide_report.pdf
19090,MN/UKH/83K12/2017/52,Manipur,,,,25.065889,94.632139,,,,uploaded landslide_report.pdf
19091,MN/UKH/83K12/2017/51,Manipur,,,,25.066861,94.6325,,,,uploaded landslide_report.pdf
19092,MN/UKH/83K12/2017/50,Manipur,,,,25.067194,94.632972,,,,uploaded landslide_report.pdf
19093,MAN/TAM/83G12/2017/0070,Manipur,,,,25.067306,93.604861,,,,uploaded landslide_report.pdf
19094,MN/UKH/83K12/2017/29,Manipur,,,,29.0,94.536528,,,,uploaded landslide_report.pdf
19095,MN/UKH/83K12/2017/30,Manipur,,,,30.0,94.536528,,,,uploaded landslide_report.pdf
19096,MN/UKH/83K12/2017/8,Manipur,,,,25.069806,94.541667,,,,uploaded landslide_report.pdf
19097,MN/TML/83G08/2020/52,Manipur,,,,25.07,93.43,,,,uploaded landslide_report.pdf
19098,MAN/TAM/83G12/2017/0071,Manipur,,,,25.072528,93.6075,,,,uploaded landslide_report.pdf
19099,MAN/TAM/83G12/2017/0072,Manipur,,,,25.077361,93.611028,,,,uploaded landslide_report.pdf
19100,MAN/UKH/83K08/2015/001,Manipur,,,,25.077417,94.352444,,,,uploaded landslide_report.pdf
19101,MAN/TAM/83G12/2017/0073,Manipur,,,,25.077778,93.611583,,,,uploaded landslide_report.pdf
19102,MN/UKH/83K12/2017/31,Manipur,,,,25.079361,94.549667,,,,uploaded landslide_report.pdf
19103,MAN/UKH/83K08/2015/031,Manipur,,,,25.079667,94.296361,,,,uploaded landslide_report.pdf
19104,MAN/UKH/83K08/2015/033,Manipur,,,,25.079806,94.294111,,,,uploaded landslide_report.pdf
19105,MAN/UKH/83K08/2015/032,Manipur,,,,25.079944,94.294667,,,,uploaded landslide_report.pdf
19106,MAN/SEN/83K04/2015/97,Manipur,,,,25.080161,94.114939,,,,uploaded landslide_report.pdf
19107,MAN/TAM/83G12/2017/0075,Manipur,,,,25.08025,93.612278,,,,uploaded landslide_report.pdf
19108,MAN/TAM/83G12/2017/0074,Manipur,,,,25.080389,93.611889,,,,uploaded landslide_report.pdf
19109,MN/UKH/83K12/2017/32,Manipur,,,,25.081361,94.552278,,,,uploaded landslide_report.pdf
19110,MN/UKH/83K12/2017/5,Manipur,,,,25.081611,94.506333,,,,uploaded landslide_report.pdf
19111,MN/UKH/83K12/2017/33,Manipur,,,,25.082306,94.551722,,,,uploaded landslide_report.pdf
19112,MN/UKH/83K12/2017/34,Manipur,,,,25.082778,94.550694,,,,uploaded landslide_report.pdf
19113,MAN/TAM/83G12/2017/0076,Manipur,,,,25.083083,93.613583,,,,uploaded landslide_report.pdf
19114,MN/UKH/83K12/2017/4,Manipur,,,,25.08325,94.503639,,,,uploaded landslide_report.pdf
19115,MN/UKH/83K12/2017/6,Manipur,,,,25.083694,94.502278,,,,uploaded landslide_report.pdf
19116,MAN/SEN/83K04/2015/96,Manipur,,,,25.085833,94.107222,,,,uploaded landslide_report.pdf
19117,MAN/SEN/83K04/2015/95,Manipur,,,,25.086525,94.078197,,,,uploaded landslide_report.pdf
19118,MAN/TAM/83G12/2017/0077,Manipur,,,,25.087417,93.618333,,,,uploaded landslide_report.pdf
19119,MAN/TAM/83G12/2017/0078,Manipur,,,,25.088639,93.619722,,,,uploaded landslide_report.pdf
19120,MAN/UKH/83K08/2015/034,Manipur,,,,25.090556,94.387389,,,,uploaded landslide_report.pdf
19121,MN/UKH/83K12/2017/35,Manipur,,,,25.091667,94.550056,,,,uploaded landslide_report.pdf
19122,MN/UKH/83K12/2017/90,Manipur,,,,25.091742,94.550444,,,,uploaded landslide_report.pdf
19123,MN/TMG/83H05/2018/003,Manipur,,,,25.091778,92.354694,,,,uploaded landslide_report.pdf
19124,MN/UKH/83K12/2017/89,Manipur,,,,25.091858,94.550786,,,,uploaded landslide_report.pdf
19125,MN/UKH/83K12/2017/91,Manipur,,,,25.092033,94.640664,,,,uploaded landslide_report.pdf
19126,MAN/UKH/83K08/2015/017,Manipur,,,,25.092111,94.370444,,,,uploaded landslide_report.pdf
19127,MAN/TAM/83G12/2017/0079,Manipur,,,,25.09225,93.619972,,,,uploaded landslide_report.pdf
19128,MN/UKH/83K12/2017/44,Manipur,,,,25.093167,94.516611,,,,uploaded landslide_report.pdf
19129,MN/UKH/83K12/2017/43,Manipur,,,,25.094333,94.522528,,,,uploaded landslide_report.pdf
19130,MN/UKH/83K12/2017/87,Manipur,,,,25.0948,94.547461,,,,uploaded landslide_report.pdf
19131,MN/UKH/83K12/2017/37,Manipur,,,,25.095056,94.547722,,,,uploaded landslide_report.pdf
19132,MAN/UKH/83K08/2015/019,Manipur,,,,25.095611,94.384778,,,,uploaded landslide_report.pdf
19133,MN/UKH/83K12/2017/42,Manipur,,,,25.095611,94.522944,,,,uploaded landslide_report.pdf
19134,MAN/UKH/83K08/2015/018,Manipur,,,,25.095972,94.375944,,,,uploaded landslide_report.pdf
19135,MN/UKH/83K12/2017/45,Manipur,,,,25.096083,94.515806,,,,uploaded landslide_report.pdf
19136,MAN/TAM/83G12/2017/0080,Manipur,,,,25.096333,93.61925,,,,uploaded landslide_report.pdf
19137,MN/UKH/83K12/2017/38,Manipur,,,,25.096417,94.531778,,,,uploaded landslide_report.pdf
19138,MN/UKH/83K12/2017/36,Manipur,,,,25.096611,94.551028,,,,uploaded landslide_report.pdf
19139,MN/UKH/83K12/2017/46,Manipur,,,,25.09825,94.513778,,,,uploaded landslide_report.pdf
19140,MAN/TAM/83G12/2017/0081,Manipur,,,,25.098639,93.620778,,,,uploaded landslide_report.pdf
19141,MAN/UKH/83K08/2015/022,Manipur,,,,22.0,94.390222,,,,uploaded landslide_report.pdf
19142,MAN/UKH/83K08/2015/021,Manipur,,,,21.0,94.460722,,,,uploaded landslide_report.pdf
19143,MN/UKH/83K12/2017/41,Manipur,,,,25.100889,94.526556,,,,uploaded landslide_report.pdf
19144,MAN/TAM/83G12/2017/0082,Manipur,,,,25.101083,93.620333,,,,uploaded landslide_report.pdf
19145,MN/UKH/83K12/2017/48,Manipur,,,,25.10125,94.510806,,,,uploaded landslide_report.pdf
19146,MN/UKH/83K12/2017/47,Manipur,,,,25.101972,94.5125,,,,uploaded landslide_report.pdf
19147,MN/UKH/83K12/2017/39,Manipur,,,,25.103111,94.532083,,,,uploaded landslide_report.pdf
19148,MN/UKH/83K12/2017/40,Manipur,,,,25.103528,94.531722,,,,uploaded landslide_report.pdf
19149,MAN/TAM/83G12/2017/0083,Manipur,,,,25.105108,93.621136,,,,uploaded landslide_report.pdf
19150,MAN/TAM/83G12/2017/0084,Manipur,,,,25.106472,93.623472,,,,uploaded landslide_report.pdf
19151,MAN/TAM/83G12/2017/0053,Manipur,,,,25.107694,93.623556,,,,uploaded landslide_report.pdf
19152,MAN/TAM/83G12/2017/0090,Manipur,,,,25.109944,93.626528,,,,uploaded landslide_report.pdf
19153,MN/TML/83G08/2020/48,Manipur,,,,25.11,93.37,,,,uploaded landslide_report.pdf
19154,MN/TML/83G08/2020/51,Manipur,,,,25.11,93.37,,,,uploaded landslide_report.pdf
19155,MAN/TAM/83G12/2017/0087,Manipur,,,,25.110389,93.624056,,,,uploaded landslide_report.pdf
19156,MAN/TAM/83G12/2017/0089,Manipur,,,,25.110389,93.625583,,,,uploaded landslide_report.pdf
19157,MAN/SEN/83G16/2015/49,Manipur,,,,25.110417,93.791806,,,,uploaded landslide_report.pdf
19158,MAN/TAM/83G12/2017/0088,Manipur,,,,25.110472,93.625389,,,,uploaded landslide_report.pdf
19159,MAN/TAM/83G12/2017/0086,Manipur,,,,25.110667,93.62275,,,,uploaded landslide_report.pdf
19160,MAN/TAM/83G12/2017/0085,Manipur,,,,25.110917,93.622361,,,,uploaded landslide_report.pdf
19161,MAN/TAM/83G12/2017/0091,Manipur,,,,25.111556,93.629972,,,,uploaded landslide_report.pdf
19162,MAN/UKH/83K08/2015/041,Manipur,,,,25.113278,94.352722,,,,uploaded landslide_report.pdf
19163,MAN/TAM/83G12/2017/0092,Manipur,,,,25.113472,93.636917,,,,uploaded landslide_report.pdf
19164,MAN/UKH/83K08/2015/040,Manipur,,,,25.114444,94.354694,,,,uploaded landslide_report.pdf
19165,MAN/TAM/83G12/2017/0098,Manipur,,,,25.115111,93.642361,,,,uploaded landslide_report.pdf
19166,MAN/TAM/83G12/2017/0099,Manipur,,,,25.115194,93.645,,,,uploaded landslide_report.pdf
19167,MAN/TAM/83G12/2017/0094,Manipur,,,,25.115417,93.63925,,,,uploaded landslide_report.pdf
19168,MAN/TAM/83G12/2017/0093,Manipur,,,,25.115444,93.638778,,,,uploaded landslide_report.pdf
19169,MAN/TAM/83G12/2017/0100,Manipur,,,,25.115833,93.645833,,,,uploaded landslide_report.pdf
19170,MAN/TAM/83G12/2017/0095,Manipur,,,,25.115889,93.639611,,,,uploaded landslide_report.pdf
19171,MAN/TAM/83G12/2017/0101,Manipur,,,,25.116,93.643278,,,,uploaded landslide_report.pdf
